id_entrevista,regiao,uf,sexo,idade,cor_raca,religiao,escolaridade,confianca_governo,confianca_judiciario,economia_12meses,voto_2t
987,Nordeste,Maranhão,Masculino,25 a 34 anos,Parda,É Ateu/Agnóstico/ Não Acredita Em Deus,Médio,3,2,Pouco pior,3
988,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Parda,Católica,Superior,3,2,Igual,2
989,Sul,Rio Grande Do Sul,Feminino,45 a 59 anos,Branca,Católica,Médio,1,1,Muito pior,2
990,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,2,Muito pior,2
991,Nordeste,Alagoas,Feminino,45 a 59 anos,Outras,Católica,Fundamental,1,4,Muito pior,2
992,Centro-Oeste,Goiás,Feminino,45 a 59 anos,Preta,Não Tem Religião,Fundamental,4,3,Muito pior,1
993,Norte,Pará,Masculino,35 a 44 anos,Parda,Católica,Médio,4,3,Igual,2
994,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Superior,1,1,Pouco melhor,1
995,Centro-Oeste,Goiás,Masculino,18 a 24 anos,Parda,Evangélica,Médio,1,2,Não sabe,Não votou
996,Centro-Oeste,Goiás,Masculino,45 a 59 anos,Branca,Católica,Superior,3,1,Igual,2
997,Nordeste,Ceará,Feminino,25 a 34 anos,Parda,Católica,Superior,2,2,Pouco pior,2
998,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Preta,Não Tem Religião,Médio,4,3,Pouco pior,2
999,Sul,Santa Catarina,Masculino,35 a 44 anos,Parda,Católica,Superior,4,1,Muito pior,2
1000,Nordeste,Paraíba,Feminino,60 anos ou mais,Branca,Evangélica,Médio,3,1,Pouco melhor,1
1001,Nordeste,Maranhão,Masculino,45 a 59 anos,Parda,Católica,Médio,1,1,Muito pior,2
1002,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Evangélica,Médio,1,4,Muito melhor,1
1003,Centro-Oeste,Distrito Federal,Feminino,60 anos ou mais,Parda,Evangélica,Superior,3,1,Muito pior,2
1004,Sul,Santa Catarina,Feminino,35 a 44 anos,Parda,Evangélica,Fundamental,3,3,Muito pior,Não votou
1005,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Católica,Médio,4,4,Igual,1
1006,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Preta,Não Tem Religião,Médio,1,4,Pouco melhor,2
1007,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,4,4,Pouco melhor,4
1008,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Evangélica,Superior,2,3,Muito melhor,1
1009,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco pior,2
1010,Norte,Amazonas,Feminino,45 a 59 anos,Parda,Católica,Médio,3,3,Pouco pior,2
1011,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Preta,Católica,Fundamental,2,1,Muito pior,1
1012,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,"Espírita Kardecista, Espiritualista",Médio,2,4,Pouco melhor,1
1013,Centro-Oeste,Goiás,Masculino,35 a 44 anos,Parda,Católica,Superior,1,1,Muito pior,2
1014,Sudeste,São Paulo,Feminino,60 anos ou mais,Outras,Católica,Fundamental,3,3,Muito pior,2
1015,Nordeste,Paraíba,Feminino,45 a 59 anos,Branca,Evangélica,Médio,Não sabe,4,Muito pior,6
1016,Nordeste,Piauí,Feminino,45 a 59 anos,Preta,Evangélica,Médio,3,3,Muito pior,2
1017,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Médio,2,3,Pouco melhor,1
1018,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Branca,Não Tem Religião,Médio,3,3,Muito pior,2
1019,Nordeste,Alagoas,Masculino,60 anos ou mais,Preta,Católica,Médio,2,3,Muito melhor,1
1020,Norte,Amazonas,Feminino,60 anos ou mais,Outras,Evangélica,Fundamental,1,1,Muito melhor,1
1021,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,1,1,Igual,1
1022,Nordeste,Paraíba,Feminino,35 a 44 anos,Preta,Evangélica,Médio,3,3,Pouco pior,1
1023,Centro-Oeste,Distrito Federal,Masculino,60 anos ou mais,Parda,Evangélica,Médio,2,2,Igual,1
1024,Nordeste,Pernambuco,Masculino,35 a 44 anos,Preta,Católica,Superior,2,3,Muito melhor,1
1025,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Preta,Evangélica,Médio,2,2,Pouco melhor,1
1026,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Fundamental,2,3,Pouco melhor,1
1027,Norte,Acre,Feminino,60 anos ou mais,Parda,Budista,Fundamental,Não sabe,4,Muito melhor,1
1028,Nordeste,Alagoas,Masculino,35 a 44 anos,Parda,Católica,Médio,2,3,Muito pior,2
1029,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Católica,Médio,3,3,Pouco pior,2
1030,Sul,Rio Grande Do Sul,Feminino,35 a 44 anos,Branca,Não Tem Religião,Superior,3,3,Muito pior,2
1031,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Católica,Médio,3,1,Pouco pior,1
1032,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,"Espírita Kardecista, Espiritualista",Médio,2,4,Igual,1
1033,Sudeste,Espírito Santo,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Superior,1,4,Pouco pior,1
1034,Sul,Santa Catarina,Feminino,25 a 34 anos,Preta,Evangélica,Fundamental,1,3,Muito pior,2
1035,Sul,Santa Catarina,Feminino,45 a 59 anos,Parda,Evangélica,Médio,2,2,Muito pior,2
1036,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Evangélica,Superior,1,3,Pouco melhor,1
1037,Nordeste,Alagoas,Feminino,35 a 44 anos,Branca,Evangélica,Médio,4,4,Muito melhor,1
1038,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Fundamental,4,4,Muito pior,Não votou
1039,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Preta,Católica,Médio,4,3,Muito pior,2
1040,Nordeste,Paraíba,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,1,Igual,2
1041,Sul,Santa Catarina,Masculino,35 a 44 anos,Parda,"Espírita Kardecista, Espiritualista",Fundamental,1,3,Muito melhor,1
1042,Nordeste,Maranhão,Masculino,18 a 24 anos,Branca,Evangélica,Superior,2,2,Pouco melhor,1
1043,Norte,Pará,Feminino,18 a 24 anos,Preta,Católica,Médio,4,3,Pouco pior,2
1044,Sudeste,São Paulo,Masculino,35 a 44 anos,Parda,Evangélica,Médio,3,4,Muito melhor,Não votou
1045,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Católica,Médio,3,2,Pouco pior,2
1046,Centro-Oeste,Mato Grosso,Feminino,35 a 44 anos,Preta,Católica,Superior,2,3,Muito pior,2
1047,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Fundamental,1,2,Igual,1
1048,Sudeste,São Paulo,Masculino,18 a 24 anos,Preta,Evangélica,Médio,4,3,Muito pior,3
1049,Nordeste,Bahia,Feminino,45 a 59 anos,Preta,Não Tem Religião,Fundamental,3,1,Pouco pior,Não votou
1050,Sudeste,São Paulo,Feminino,45 a 59 anos,Preta,Católica,Fundamental,3,3,Pouco pior,2
1051,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Católica,Fundamental,1,2,Igual,2
1052,Centro-Oeste,Distrito Federal,Feminino,60 anos ou mais,Branca,Católica,Fundamental,3,4,Muito pior,2
1053,Norte,Pará,Feminino,45 a 59 anos,Preta,Católica,Fundamental,3,3,Pouco pior,Não votou
1054,Nordeste,Alagoas,Masculino,35 a 44 anos,Parda,Católica,Fundamental,1,1,Muito melhor,2
1055,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Não sabe,1
1056,Nordeste,Piauí,Feminino,60 anos ou mais,Preta,"Espírita Kardecista, Espiritualista",Fundamental,1,1,Igual,2
1057,Nordeste,Piauí,Feminino,45 a 59 anos,Branca,Católica,Médio,1,1,Muito melhor,1
1058,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Evangélica,Médio,3,3,Muito pior,1
1059,Centro-Oeste,Mato Grosso,Feminino,35 a 44 anos,Preta,Católica,Fundamental,2,2,Muito pior,Não votou
1060,Sul,Paraná,Feminino,45 a 59 anos,Branca,Católica,Superior,2,1,Pouco melhor,2
1061,Nordeste,Bahia,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,3,Igual,2
1062,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Parda,Católica,Médio,1,2,Muito melhor,1
1063,Centro-Oeste,Distrito Federal,Masculino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Igual,1
1064,Sul,Paraná,Feminino,18 a 24 anos,Branca,Católica,Médio,2,2,Pouco melhor,1
1065,Sul,Rio Grande Do Sul,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Pouco pior,2
1066,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Muito pior,6
1067,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Parda,Católica,Superior,3,3,Muito melhor,1
1068,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Evangélica,Médio,2,3,Pouco melhor,1
1069,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Evangélica,Superior,1,2,Igual,Não votou
1070,Sudeste,São Paulo,Feminino,45 a 59 anos,Preta,Católica,Médio,4,2,Pouco melhor,1
1071,Nordeste,Alagoas,Feminino,35 a 44 anos,Parda,Católica,Médio,2,3,Muito pior,2
1072,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Fundamental,3,4,Pouco melhor,1
1073,Sudeste,São Paulo,Feminino,35 a 44 anos,Preta,Católica,Médio,4,4,Pouco pior,2
1074,Centro-Oeste,Mato Grosso Do Sul,Masculino,45 a 59 anos,Parda,Evangélica,Superior,2,2,Igual,4
1075,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Branca,"Espírita Kardecista, Espiritualista",Médio,4,1,Muito pior,2
1076,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Não Tem Religião,Médio,2,4,Igual,1
1077,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,3,Muito melhor,1
1078,Norte,Roraima,Masculino,35 a 44 anos,Parda,Evangélica,Médio,1,3,Igual,2
1079,Sul,Paraná,Feminino,45 a 59 anos,Branca,Católica,Superior,1,2,Muito melhor,1
1080,Sudeste,São Paulo,Masculino,35 a 44 anos,Preta,Umbanda,Médio,1,1,Igual,2
1081,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Católica,Fundamental,2,2,Muito pior,Não votou
1082,Centro-Oeste,Mato Grosso,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,3,Igual,1
1083,Nordeste,Bahia,Masculino,18 a 24 anos,Branca,Não Tem Religião,Fundamental,1,2,Pouco pior,2
1084,Centro-Oeste,Mato Grosso Do Sul,Masculino,60 anos ou mais,Parda,Não Tem Religião,Médio,3,2,Pouco melhor,1
1085,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Médio,2,3,Pouco melhor,2
1086,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Parda,Evangélica,Médio,4,3,Pouco pior,2
1087,Nordeste,Alagoas,Masculino,60 anos ou mais,Preta,Católica,Médio,3,3,Pouco pior,2
1088,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Preta,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,2,2,Pouco pior,2
1089,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,3,3,Pouco melhor,1
1090,Nordeste,Alagoas,Masculino,25 a 34 anos,Branca,Não Tem Religião,Superior,4,3,Pouco melhor,1
1091,Nordeste,Maranhão,Feminino,35 a 44 anos,Branca,Católica,Superior,2,2,Pouco melhor,2
1092,Sul,Santa Catarina,Feminino,25 a 34 anos,Parda,Evangélica,Superior,2,2,Pouco pior,Não votou
1093,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Parda,Evangélica,Médio,2,1,Muito melhor,1
1094,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,2,Igual,1
1095,Centro-Oeste,Mato Grosso Do Sul,Masculino,18 a 24 anos,Parda,Católica,Médio,3,3,Muito melhor,6
1096,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Branca,Católica,Superior,2,3,Pouco melhor,1
1097,Sudeste,São Paulo,Feminino,18 a 24 anos,Branca,Evangélica,Médio,1,3,Pouco pior,Não votou
1098,Sudeste,Rio De Janeiro,Masculino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Igual,1
1099,Sul,Rio Grande Do Sul,Feminino,35 a 44 anos,Branca,Católica,Superior,2,2,Pouco melhor,1
1100,Sul,Rio Grande Do Sul,Masculino,25 a 34 anos,Parda,Católica,Superior,4,4,Pouco melhor,Não votou
1101,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Fundamental,3,3,Pouco pior,3
1102,Sudeste,São Paulo,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,3,Muito melhor,1
1103,Nordeste,Piauí,Masculino,45 a 59 anos,Parda,Católica,Fundamental,1,1,Pouco melhor,6
1104,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Budista,Médio,1,3,Pouco melhor,2
1105,Sul,Paraná,Feminino,18 a 24 anos,Branca,Evangélica,Médio,2,2,Pouco pior,2
1106,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Evangélica,Superior,4,4,Muito pior,2
1107,Norte,Pará,Masculino,60 anos ou mais,Parda,Evangélica,Fundamental,1,1,Pouco melhor,2
1108,Nordeste,Pernambuco,Masculino,18 a 24 anos,Preta,Católica,Superior,1,1,Muito pior,2
1109,Nordeste,Alagoas,Masculino,35 a 44 anos,Parda,Católica,Médio,1,1,Igual,2
1110,Sul,Paraná,Masculino,45 a 59 anos,Branca,Católica,Médio,1,4,Muito melhor,1
1111,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Não Tem Religião,Médio,2,2,Pouco pior,2
1112,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Católica,Médio,1,1,Muito pior,2
1113,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Médio,4,1,Pouco melhor,2
1114,Sul,Paraná,Feminino,25 a 34 anos,Branca,Católica,Médio,4,4,Não sabe,2
1115,Nordeste,Ceará,Feminino,60 anos ou mais,Parda,Católica,Fundamental,4,2,Muito pior,1
1116,Norte,Amazonas,Masculino,45 a 59 anos,Parda,Católica,Fundamental,4,1,Muito pior,2
1117,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Católica,Fundamental,2,3,Pouco melhor,1
1118,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Branca,Católica,Superior,2,1,Igual,Não votou
1119,Norte,Tocantins,Masculino,45 a 59 anos,Preta,Acredita em Deus,Fundamental,4,4,Muito pior,2
1120,Nordeste,Ceará,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Muito pior,2
1121,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Médio,4,3,Igual,2
1122,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,2,4,Pouco melhor,Não votou
1123,Nordeste,Ceará,Masculino,60 anos ou mais,Parda,Não Tem Religião,Fundamental,1,3,Muito melhor,1
1124,Nordeste,Ceará,Masculino,35 a 44 anos,Outras,Católica,Fundamental,1,1,Igual,2
1125,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Branca,Evangélica,Superior,3,4,Muito melhor,1
1126,Centro-Oeste,Distrito Federal,Feminino,35 a 44 anos,Outras,Católica,Médio,3,3,Igual,1
1127,Nordeste,Alagoas,Masculino,18 a 24 anos,Branca,Católica,Superior,2,2,Pouco pior,2
1128,Sul,Paraná,Masculino,45 a 59 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,3,3,Igual,Não votou
1129,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Outras,Evangélica,Médio,3,3,Pouco pior,2
1130,Nordeste,Paraíba,Masculino,18 a 24 anos,Parda,Umbanda,Superior,2,3,Pouco pior,Não votou
1131,Sul,Paraná,Feminino,18 a 24 anos,Parda,Católica,Fundamental,1,3,Muito pior,Não votou
1132,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Católica,Médio,3,3,Pouco pior,3
1133,Norte,Amapá,Masculino,18 a 24 anos,Parda,Católica,Superior,2,3,Não sabe,1
1134,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Não Tem Religião,Superior,3,3,Pouco pior,6
1135,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Fundamental,3,4,Igual,Não votou
1136,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Umbanda,Médio,1,1,Pouco melhor,1
1137,Nordeste,Ceará,Masculino,35 a 44 anos,Preta,Evangélica,Fundamental,4,4,Muito pior,2
1138,Nordeste,Bahia,Masculino,60 anos ou mais,Preta,Católica,Médio,3,3,Muito melhor,1
1139,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Fundamental,1,2,Igual,Não votou
1140,Centro-Oeste,Mato Grosso,Masculino,35 a 44 anos,Preta,Católica,Médio,2,2,Igual,1
1141,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,Católica,Superior,4,3,Igual,2
1142,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,3,2,Muito melhor,Não votou
1143,Nordeste,Maranhão,Masculino,35 a 44 anos,Parda,Católica,Médio,3,3,Igual,2
1144,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,2,2,Igual,3
1145,Centro-Oeste,Mato Grosso,Feminino,35 a 44 anos,Preta,Católica,Superior,1,3,Muito pior,1
1146,Nordeste,Maranhão,Masculino,25 a 34 anos,Parda,Católica,Médio,3,1,Não sabe,2
1147,Sul,Santa Catarina,Feminino,25 a 34 anos,Branca,Evangélica,Médio,4,4,Pouco melhor,6
1148,Nordeste,Ceará,Masculino,45 a 59 anos,Parda,Católica,Fundamental,4,4,Pouco melhor,2
1149,Nordeste,Maranhão,Masculino,18 a 24 anos,Parda,Católica,Médio,1,4,Pouco melhor,2
1150,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Preta,Católica,Fundamental,1,1,Muito pior,Não votou
1151,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Evangélica,Médio,3,3,Igual,1
1152,Nordeste,Pernambuco,Feminino,45 a 59 anos,Preta,Não Tem Religião,Superior,4,4,Muito pior,2
1153,Nordeste,Ceará,Feminino,45 a 59 anos,Parda,Católica,Fundamental,4,1,Muito pior,2
1154,Sul,Paraná,Feminino,25 a 34 anos,Preta,Católica,Fundamental,4,3,Pouco pior,1
1155,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Parda,Católica,Fundamental,Não sabe,1,Pouco melhor,1
1156,Nordeste,Ceará,Masculino,35 a 44 anos,Parda,Evangélica,Médio,2,2,Muito pior,1
1157,Centro-Oeste,Goiás,Feminino,45 a 59 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,4,3,Igual,1
1158,Sudeste,Minas Gerais,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,2,2,Pouco pior,Não votou
1159,Norte,Acre,Feminino,35 a 44 anos,Branca,Evangélica,Fundamental,4,3,Igual,Não votou
1160,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Preta,Católica,Médio,3,3,Muito pior,2
1161,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Branca,Evangélica,Médio,1,4,Muito melhor,1
1162,Norte,Pará,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,3,1,Muito pior,1
1163,Nordeste,Alagoas,Masculino,25 a 34 anos,Parda,Evangélica,Superior,1,4,Muito melhor,1
1164,Norte,Roraima,Feminino,45 a 59 anos,Parda,Evangélica,Médio,3,Não sabe,Pouco melhor,Não votou
1165,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Evangélica,Médio,4,4,Igual,Não votou
1166,Nordeste,Rio Grande Do Norte,Feminino,60 anos ou mais,Parda,Católica,Fundamental,2,3,Não sabe,Não votou
1167,Nordeste,Piauí,Feminino,35 a 44 anos,Parda,Não Tem Religião,Fundamental,3,1,Igual,2
1168,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Católica,Superior,1,2,Muito pior,2
1169,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Evangélica,Fundamental,3,3,Pouco melhor,Não votou
1170,Nordeste,Maranhão,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,1
1171,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Parda,Evangélica,Médio,1,4,Muito melhor,1
1172,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Outras,"Espírita Kardecista, Espiritualista",Superior,1,1,Pouco pior,2
1173,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Parda,Evangélica,Médio,1,4,Muito pior,1
1174,Sudeste,São Paulo,Masculino,45 a 59 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,1,1,Pouco melhor,2
1175,Nordeste,Rio Grande Do Norte,Masculino,45 a 59 anos,Branca,Católica,Fundamental,3,4,Pouco melhor,Não votou
1176,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Branca,Evangélica,Médio,3,3,Muito pior,1
1177,Nordeste,Piauí,Feminino,60 anos ou mais,Parda,Católica,Fundamental,4,4,Muito pior,2
1178,Sul,Paraná,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,4,Muito pior,5
1179,Centro-Oeste,Distrito Federal,Masculino,45 a 59 anos,Branca,Não Tem Religião,Fundamental,4,1,Muito pior,2
1180,Sul,Rio Grande Do Sul,Feminino,45 a 59 anos,Branca,Católica,Superior,1,2,Muito pior,2
1181,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Outras,Católica,Fundamental,3,2,Muito pior,2
1182,Sul,Paraná,Masculino,25 a 34 anos,Branca,Evangélica,Médio,3,2,Pouco pior,1
1183,Centro-Oeste,Distrito Federal,Feminino,45 a 59 anos,Parda,Católica,Médio,3,1,Pouco melhor,3
1184,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Branca,Evangélica,Superior,1,3,Muito melhor,1
1185,Nordeste,Bahia,Masculino,45 a 59 anos,Preta,Não Tem Religião,Superior,2,2,Igual,2
1186,Nordeste,Paraíba,Masculino,35 a 44 anos,Outras,Evangélica,Médio,2,4,Pouco pior,1
1187,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Parda,"Espírita Kardecista, Espiritualista",Médio,3,4,Pouco melhor,1
1188,Sudeste,Rio De Janeiro,Masculino,60 anos ou mais,Preta,Evangélica,Fundamental,3,2,Pouco melhor,1
1189,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Médio,1,4,Muito melhor,1
1190,Sul,Paraná,Feminino,18 a 24 anos,Branca,Não Tem Religião,Superior,3,3,Pouco melhor,2
1191,Sul,Paraná,Masculino,60 anos ou mais,Parda,Acredita em Deus,Fundamental,4,3,Muito pior,2
1192,Sul,Rio Grande Do Sul,Masculino,25 a 34 anos,Preta,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,3,2,Pouco pior,2
1193,Nordeste,Alagoas,Masculino,25 a 34 anos,Preta,Católica,Fundamental,3,3,Pouco melhor,1
1194,Norte,Rondônia,Masculino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Pouco pior,1
1195,Centro-Oeste,Goiás,Masculino,35 a 44 anos,Preta,Católica,Médio,4,1,Muito pior,2
1196,Nordeste,Piauí,Feminino,45 a 59 anos,Parda,Católica,Médio,3,1,Igual,Não votou
1197,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Católica,Fundamental,Não sabe,3,Igual,1
1198,Nordeste,Rio Grande Do Norte,Feminino,60 anos ou mais,Preta,Evangélica,Fundamental,1,4,Muito pior,2
1199,Sul,Paraná,Masculino,45 a 59 anos,Parda,Católica,Médio,Não sabe,3,Muito pior,2
1200,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Outras,Não Tem Religião,Médio,1,1,Pouco pior,3
1201,Sul,Santa Catarina,Feminino,18 a 24 anos,Branca,Evangélica,Médio,3,3,Muito melhor,1
1202,Sul,Santa Catarina,Masculino,18 a 24 anos,Branca,Católica,Médio,3,3,Pouco melhor,Não votou
1203,Nordeste,Pernambuco,Masculino,60 anos ou mais,Outras,Católica,Médio,2,1,Pouco melhor,1
1204,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Fundamental,2,1,Igual,Não votou
1205,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Evangélica,Médio,1,3,Pouco melhor,1
1206,Nordeste,Ceará,Feminino,25 a 34 anos,Parda,Católica,Médio,2,2,Pouco pior,2
1207,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,Católica,Médio,2,3,Igual,2
1208,Sul,Santa Catarina,Masculino,18 a 24 anos,Branca,Não Tem Religião,Médio,1,3,Pouco pior,Não votou
1209,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Parda,Católica,Médio,1,1,Muito pior,2
1210,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Médio,3,3,Muito pior,Não votou
1211,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Parda,Católica,Médio,3,3,Pouco melhor,1
1212,Nordeste,Maranhão,Feminino,25 a 34 anos,Parda,Católica,Médio,2,3,Muito pior,2
1213,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Católica,Fundamental,3,3,Pouco pior,2
1214,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Evangélica,Médio,2,2,Pouco melhor,1
1215,Nordeste,Piauí,Masculino,35 a 44 anos,Branca,Evangélica,Fundamental,4,2,Pouco pior,2
1216,Norte,Pará,Feminino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,1,Pouco pior,Não votou
1217,Sul,Paraná,Masculino,18 a 24 anos,Branca,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,4,2,Pouco melhor,1
1218,Sudeste,São Paulo,Feminino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Muito pior,2
1219,Centro-Oeste,Goiás,Feminino,60 anos ou mais,Branca,"Espírita Kardecista, Espiritualista",Superior,3,2,Pouco pior,2
1220,Centro-Oeste,Mato Grosso,Feminino,35 a 44 anos,Parda,Evangélica,Superior,3,2,Muito pior,2
1221,Norte,Amapá,Masculino,35 a 44 anos,Branca,Católica,Médio,3,3,Pouco pior,2
1222,Sul,Paraná,Masculino,25 a 34 anos,Parda,Cristão,Fundamental,2,2,Igual,Não votou
1223,Nordeste,Maranhão,Masculino,25 a 34 anos,Parda,Evangélica,Superior,4,3,Igual,1
1224,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,2,1,Muito pior,2
1225,Sul,Paraná,Masculino,60 anos ou mais,Branca,Católica,Médio,3,1,Muito pior,2
1226,Nordeste,Alagoas,Feminino,25 a 34 anos,Preta,Evangélica,Fundamental,1,1,Muito melhor,2
1227,Nordeste,Rio Grande Do Norte,Masculino,18 a 24 anos,Branca,Não Tem Religião,Médio,2,2,Pouco pior,4
1228,Centro-Oeste,Distrito Federal,Feminino,25 a 34 anos,Branca,Católica,Médio,1,3,Muito melhor,2
